Molecule ChEMBL ID,Smiles,Comment,Filepath
CHEMBL1581298,CC(C)Cn1cnc2c(=O)oc3ccccc3c21,inactive,rank1_confidence-0.94.sdf
CHEMBL1525976,CC1(C)CC2CC(C)(CN2C(=O)c2cc(-c3ccccc3)on2)C1,active,rank1_confidence-0.56.sdf
CHEMBL1412385,O=C(C[n+]1ccc(-c2cc(C(=O)Nc3cccc(C(F)(F)F)c3)c3ccccc3n2)cc1)c1cccc([N+](=O)[O-])c1.[Br-],active,rank1_confidence-0.58.sdf
CHEMBL1338502,O=C(Nc1nc(=O)c2ccccc2s1)c1ccccc1,inactive,rank1_confidence-0.62.sdf
CHEMBL1718293,CC(C)N(C(=O)COC(=O)c1cccc(N(C)C)c1)c1ccccc1,active,rank1_confidence-0.68.sdf
CHEMBL1467977,Cc1ccc(C(=O)N(c2ccccc2)C2CC(C)N(C(=O)c3ccco3)c3ccccc32)cc1,active,rank1_confidence-1.96.sdf
CHEMBL1437614,COc1ccc(C(C#N)c2cnccn2)cc1OC,inactive,rank1_confidence-0.95.sdf
CHEMBL1387701,Cc1cc(Cl)c2oc(C(=O)N(C)Cc3cc(C)[nH]n3)c(C)c2c1,inactive,rank1_confidence-0.90.sdf
CHEMBL1441418,CC(C)(C)c1cc(C(=O)Nc2ccc(F)cc2)n(Cc2ccc(F)cc2)n1,active,rank1_confidence-1.25.sdf
CHEMBL1553127,O=S(=O)(Nc1ccc2oc3c(c2c1)CCCC3)c1cc(Cl)ccc1Cl,active,rank1_confidence-0.98.sdf
CHEMBL1732217,Cc1nc(CNS(=O)(=O)c2ccc(Br)cc2)cs1,inactive,rank1_confidence-0.37.sdf
CHEMBL264381,c1ccc(-c2nc3ccccc3nc2-c2ccccn2)nc1,inactive,rank1_confidence-1.65.sdf
CHEMBL1483147,CC(=O)c1ccc(N2CCN(c3ncc(C(F)(F)F)cc3Cl)CC2)cc1,inactive,rank1_confidence-1.13.sdf
CHEMBL1592459,COc1ccc(NC(=O)CN(Cc2ccccc2)S(=O)(=O)c2ccc(C)cc2)cc1Cl,active,rank1_confidence-0.66.sdf
CHEMBL1493042,O=C(NC(=S)Nc1ccccc1N1CCCCC1)c1ccc(F)cc1,active,rank1_confidence-0.62.sdf
CHEMBL1320088,CC1CCCC(C)N1C(=O)c1cc2ncc(CCCl)cn2n1,inactive,rank1_confidence-0.54.sdf
CHEMBL1579712,CCC(CC)c1nc(C(N)=O)c2nc(O)n(-c3ccc(OC)c(OC)c3)c2n1,inactive,rank1_confidence-1.71.sdf
CHEMBL1526582,COc1ccc(O)c(-c2c(C)n[nH]c2-c2ccc(Cl)cc2)c1,active,rank1_confidence-0.50.sdf
CHEMBL1300828,CCOC(=O)N1CCN(C(=O)CCS(=O)(=O)c2ccc3c(c2)CC(C)N3C(=O)CC)CC1,inactive,rank1_confidence-0.49.sdf
CHEMBL1540957,Cn1c(C(=O)NCC2CCCO2)cc2c(=O)n(C)c3ccccc3c21,inactive,rank1_confidence-1.38.sdf
CHEMBL1592430,Cc1ccc(S(=O)(=O)c2nnn3c2nc(NC(C)C)c2sccc23)cc1,inactive,rank1_confidence-0.46.sdf
CHEMBL1492851,COc1ccc([C@H]2CC(=O)C=C(c3cc(C=O)ccc3OC)C2)cc1OC,inactive,rank1_confidence-1.20.sdf
CHEMBL1373783,Cc1ccc(NC(=O)c2cc(S(=O)(=O)NCCc3ccc(Cl)cc3)ccc2F)cc1,active,rank1_confidence-0.60.sdf
CHEMBL1561537,COc1ccc(S(=O)(=O)N(CC(=O)N2CCN(c3ccccc3OC)CC2)c2ccccc2)cc1,active,rank1_confidence-0.66.sdf
CHEMBL1300811,CC(C)Cc1nnc(O)c2c1nnn2Cc1ccccc1F,inactive,rank1_confidence-0.74.sdf
CHEMBL1311634,COc1cccc(C(=O)NCc2nnc(S)n2-c2cccc(C)c2)c1,inactive,rank1_confidence-1.60.sdf
CHEMBL1491730,CCOC(=O)c1ccc2nc(C)c(CC)c(Cl)c2c1,inactive,rank1_confidence-0.18.sdf
CHEMBL1556762,Cc1nc(C)c2c(O)n(-c3ccccc3)ncc1-2,inactive,rank1_confidence-1.01.sdf
CHEMBL1517640,Cc1ccc(C(=O)Nc2nc3ccc(S(C)(=O)=O)cc3s2)cc1C,inactive,rank1_confidence-1.82.sdf
CHEMBL1325054,COc1ccc(OC)c(NC(=O)CN(c2ccc(C)cc2)S(=O)(=O)c2c(C)noc2C)c1,active,rank1_confidence-0.71.sdf
CHEMBL1485537,Cc1ccc(NC(=O)c2ccc(OC(=O)COc3ccc(Cl)cc3C)cc2)cc1,inactive,rank1_confidence-0.65.sdf
CHEMBL1505611,CCOC(=O)c1[nH]c2ccc(OC)cc2c1NC(=O)/C=C/c1ccc2c(c1)OCO2,inactive,rank1_confidence-0.80.sdf
CHEMBL1600208,CCc1ccc(NC(=O)C(C)Nc2ccc(S(=O)(=O)NC(C)=O)cc2)cc1,inactive,rank1_confidence-0.81.sdf
CHEMBL1380848,CCC(=O)n1nc(-c2ccc(OC)cc2)nc1SC,inactive,rank1_confidence-0.98.sdf
CHEMBL1368820,CC(C)C1=NN(C(=O)c2ccccc2)C(O)(C(C)(C)C)C1,active,rank1_confidence-0.56.sdf
CHEMBL1426711,Cc1cc(Cl)cc(Cl)c1OCCOc1cccc2cccnc12,active,rank1_confidence-0.40.sdf
CHEMBL1561182,COc1ccc(C(C)C)cc1S(=O)(=O)NCCc1c(C)[nH]c2ccc(C)cc12,active,rank1_confidence-0.80.sdf
CHEMBL1540726,CC(C)C(=O)Nc1cccc(C(=O)Nc2nccs2)c1,inactive,rank1_confidence-0.77.sdf
CHEMBL1404442,Cn1c(=O)[nH]c(=O)c2c1nc(SCC(O)CCl)n2Cc1ccccc1,inactive,rank1_confidence-0.76.sdf
CHEMBL3198837,CC(/C=N/n1c(S)nnc1-c1cc(C)[nH]n1)=C\c1ccco1,inactive,rank1_confidence-0.73.sdf
CHEMBL1406850,O=C(O)c1ccc(N2C(=O)c3cccnc3C2=O)cc1,inactive,rank1_confidence-0.77.sdf
CHEMBL1255647,N#Cc1cc2nc([O-])c([O-])nc2cc1[N+](=O)[O-].[Na+].[Na+],inactive,rank1_confidence0.01.sdf
CHEMBL1322415,COc1ccc(-c2ccc(=O)n(CC(=O)Nc3ccccc3C(F)(F)F)n2)cc1,inactive,rank1_confidence-0.49.sdf
CHEMBL3191057,CCOC(=O)c1cc2c(=O)n3ccccc3nc2n(C(C)C)/c1=N/C(=O)c1ccco1,inactive,rank1_confidence-0.71.sdf
CHEMBL1324821,COC(=O)c1cc(CNC(=O)c2ccc(N3CCCC3)c([N+](=O)[O-])c2)ccc1OC,inactive,rank1_confidence-0.67.sdf
CHEMBL1420069,Cc1ccc(Cn2nc(C)cc2C(=O)Nc2ccc(Cl)cc2)cc1,active,rank1_confidence-0.66.sdf
CHEMBL1416770,Cc1cnc(NC(=O)CSc2nc(O)c3ccccc3n2)s1,inactive,rank1_confidence-0.54.sdf
CHEMBL1529195,CCCn1c(SCCN2CCOCC2)nc2c1c(=O)n(C)c(=O)n2C,inactive,rank1_confidence-0.11.sdf
CHEMBL3195492,CCOC(=O)c1cc2c(=O)n3ccccc3nc2n(C(C)C)/c1=N/C(=O)c1c(-c2c(F)cccc2Cl)noc1C,inactive,rank1_confidence-0.58.sdf
CHEMBL1311949,CCc1nn(CCCC(=O)N2CCC(C)CC2)c(=O)c2cc3occc3n12,inactive,rank1_confidence-0.59.sdf
CHEMBL1571353,COc1cc(OC)cc(C(=O)Nc2nc(CC(=O)NCc3ccc(F)cc3)cs2)c1,active,rank1_confidence-0.68.sdf
CHEMBL1420677,CCc1nc(-c2ccc(-c3ccc(OC)cc3)nc2OC)no1,inactive,rank1_confidence-0.86.sdf
CHEMBL1525012,Cc1nn2c(=O)cc(-c3ccc(Cl)cc3)[nH]c2c1-c1ccccc1,active,rank1_confidence-0.33.sdf
CHEMBL1407228,CC(C)Oc1ccc(C(CCN)C2CCCCC2)cc1.O=C(O)C(=O)O,active,rank1_confidence-0.91.sdf
CHEMBL3208792,Br.Cc1cs/c(=N\c2ccccc2)n1CCO,inactive,rank1_confidence-0.94.sdf
CHEMBL1732812,O=c1oc(CCCO)cc2ccc(C#Cc3cccnc3)cc12,inactive,rank1_confidence-0.83.sdf
CHEMBL1549014,Cc1cc([N+](=O)[O-])nn1CC(=O)NCc1ccccc1,inactive,rank1_confidence-1.78.sdf
CHEMBL1459657,CC1(C)C2CCC1(C)C(OCCNCCOC(=O)Nc1ccccc1)C2,active,rank1_confidence-1.06.sdf
CHEMBL1470515,COc1cccc(/C=C/C(=O)Nc2ccc3nc4n(c(=O)c3c2)CCCC4)c1OC,inactive,rank1_confidence-2.69.sdf
CHEMBL1431445,CN1C(=O)/C(=C2/C=CC=CN2C)OC1=S,inactive,rank1_confidence-1.29.sdf
CHEMBL1902927,COCCNC(=O)CN(C(=O)Cn1nnc2ccccc21)c1cc(C)cc(C)c1,inactive,rank1_confidence-0.80.sdf
CHEMBL1393643,CCOC(=O)N1CCN(C(=O)c2cc3sccc3n2C)CC1,inactive,rank1_confidence-0.94.sdf
CHEMBL2139565,CCc1nc2c(OCc3ccccc3)cccn2c1N(C)C(C)=O,inactive,rank1_confidence-0.29.sdf
CHEMBL2141480,CCCN1CCN(C(=O)CCn2c(=O)c3cccn3c3cccnc32)CC1,inactive,rank1_confidence-0.54.sdf
CHEMBL1430660,Clc1ccc(-c2cc3ccccc3nc2N2CCOCC2)cc1,active,rank1_confidence-0.63.sdf
CHEMBL1412383,COc1cc(/C=C/C(=O)OCC(=O)NCc2ccco2)cc(OC)c1OC,inactive,rank1_confidence-0.91.sdf
CHEMBL1349320,O=C(O)C1CCCN1c1ncccc1[N+](=O)[O-],inactive,rank1_confidence-0.59.sdf
CHEMBL1982202,Sc1nnc(-c2cc(-c3ccccc3)[nH]n2)n1/N=C/c1ccc(Cl)c(Cl)c1,inactive,rank1_confidence-0.47.sdf
CHEMBL1535677,CC(C)CNC(=O)COC(=O)c1[nH]nc2ccccc12,inactive,rank1_confidence-1.68.sdf
CHEMBL1321325,O=C(Nc1ccc(Cl)cc1C(=O)NCc1cccnc1)c1ccco1,inactive,rank1_confidence-0.02.sdf
CHEMBL3192955,CN(C)/C=N/c1cc(=O)[nH]c(=O)n1CC1CC1,inactive,rank1_confidence-1.26.sdf
CHEMBL525098,Cc1ccc2[nH]c3ccccc3c(=O)c2c1,inactive,rank1_confidence-0.79.sdf
CHEMBL1431315,CCOC(=O)c1c(NC(=O)CSc2nc3ccccc3s2)sc(C(C)=O)c1C,inactive,rank1_confidence-0.91.sdf
CHEMBL1391949,CN1CCN(CCNC(=O)c2ccc3nc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)nc3c2)CC1,active,rank1_confidence-0.61.sdf
CHEMBL156383,Oc1ccc(C[C@H]2NCCc3cc(O)c(O)cc32)cc1O,inactive,rank1_confidence-0.45.sdf
CHEMBL1304417,COc1ccc2c(OC)cc(=O)n(C)c2c1,inactive,rank1_confidence-1.29.sdf
CHEMBL1561334,COc1cccc(-c2cc(-c3cccnc3)nc(N)c2C#N)c1,inactive,rank1_confidence-0.49.sdf
CHEMBL1867721,O=C1CCc2cc(NS(=O)(=O)c3cc(F)ccc3F)cc3c2N1CC3,inactive,rank1_confidence-1.21.sdf
CHEMBL2131957,C1=CCN(c2nc(N3CCOCC3)nc(N3CCCc4ccccc43)n2)CC1,active,rank1_confidence-0.53.sdf
CHEMBL1450085,COc1ccc(NC(=O)C2CCCN(c3ncccn3)C2)cc1,inactive,rank1_confidence-0.54.sdf
CHEMBL1555579,Cc1ccc(C(C)NC(=O)c2c(-c3ccccc3)noc2C)cc1C,active,rank1_confidence-0.45.sdf
CHEMBL1355686,COc1ccc(CNC(=O)CCCn2c(=O)c3cccn3c3ccc(F)cc32)cc1OC,inactive,rank1_confidence-0.60.sdf
CHEMBL1892948,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2cccs2)Oc2ccc(NC(=O)c3ccncc3)cc2C1=O,inactive,rank1_confidence-1.57.sdf
CHEMBL1890796,CCOC(=O)c1cc2c(=O)n3cccc(C)c3nc2n(Cc2ccco2)/c1=N\C(=O)c1ccccc1,inactive,rank1_confidence-0.77.sdf
CHEMBL1585086,Cc1nc(Nc2ccc3c(c2)OCCO3)c2nnn(Cc3ccccc3Cl)c2n1,active,rank1_confidence-1.61.sdf
CHEMBL1361361,Cc1noc(C)c1CSCC(=O)Nc1nc2ccc(Oc3ccccc3)cc2s1,active,rank1_confidence-0.53.sdf
CHEMBL1594536,COc1cc(/C=C/C(=O)c2ccc(C)c([N+](=O)[O-])c2)cc(OC)c1O,active,rank1_confidence-0.65.sdf
CHEMBL1500867,Cn1c(=O)c2nc(-c3ccccc3)oc2c2ccccc21,inactive,rank1_confidence-0.27.sdf
CHEMBL1399759,CC1CCCC(NC(=O)C2CCCN2S(=O)(=O)c2cccc3nsnc23)C1C,inactive,rank1_confidence-0.32.sdf
CHEMBL1519923,CCC(C)NC(=O)C(Cc1ccccc1)NS(=O)(=O)c1ccc2c(c1)CCC(=O)N2,inactive,rank1_confidence-1.03.sdf
CHEMBL1407780,Cc1ccc(Cc2nc3ccccc3nc2SCC(=O)N2CCCCC2C)cc1,active,rank1_confidence-0.24.sdf
CHEMBL1443733,COc1ccc(-c2nc3scc(CCNS(=O)(=O)c4ccc(Oc5ccccc5)cc4)n3n2)cc1OC,inactive,rank1_confidence-0.79.sdf
CHEMBL1900710,COc1ccc(CCN(C)C(=O)COc2cccc(-n3cnnn3)c2)cc1OC,inactive,rank1_confidence-1.33.sdf
CHEMBL1410616,N#C/C(=C\c1ccc(-c2ccc([N+](=O)[O-])cc2)o1)C(=O)Nc1nc(-c2cccs2)cs1,inactive,rank1_confidence-1.47.sdf
CHEMBL1364968,COc1ccc(F)cc1Cn1nc(C(=O)O)c2ccccc2c1=O,inactive,rank1_confidence-2.14.sdf
CHEMBL1517038,CCOC(=O)c1c(NC(=O)COC(=O)CNC(=O)c2ccco2)sc(C(C)=O)c1C,inactive,rank1_confidence-0.56.sdf
CHEMBL1099207,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cccc([N+](=O)[O-])c1,active,rank1_confidence-0.65.sdf
CHEMBL1452184,Cc1nn2c(COc3ccc(NC(=O)C(C)C)cc3)nnc2c2ccccc12,inactive,rank1_confidence-0.76.sdf
CHEMBL1413086,Cc1cc(OCC(O)CN2CCc3ccccc3C2)ccc1Cl.Cl,active,rank1_confidence-0.52.sdf
CHEMBL1494349,COc1ccc(Cc2nc3ccc(C(=O)N4CCCC4)cc3o2)cc1,inactive,rank1_confidence-1.07.sdf
CHEMBL2130974,CCCCN1C(=O)C(CC(=O)NCCCN(C)C)CC(C(=O)N(C(C)C)C(C)C)=C1C,inactive,rank1_confidence-0.59.sdf
CHEMBL2130989,Cc1nc(N)sc1-c1csc(Nc2cc(N(C)C)ccc2Cl)n1.Cl,inactive,rank1_confidence-0.36.sdf
CHEMBL527307,N=c1c2ccccc2nnn1-c1ccc(C(F)(F)F)cc1,inactive,rank1_confidence-0.50.sdf
CHEMBL1458920,O=C(O)COc1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1,inactive,rank1_confidence-1.12.sdf
CHEMBL1981610,C(=N/n1cnnc1)\c1ccc(-c2ccccc2)cc1,inactive,rank1_confidence-0.68.sdf
CHEMBL1519487,COc1ccc(OC)c(-n2cnc3cc(C(=O)NCCCN4CCOCC4)ccc32)c1,inactive,rank1_confidence-1.01.sdf
CHEMBL1701759,CC(=O)O[C@H]1[C@@H](O)[C@H](O)[C@H](Oc2c(O)c(C)c3c4c2[C@@H](C)CC[C@@H]4[C@@H](C)C[C@H]3C=C(C)C)O[C@H]1C,active,rank1_confidence-0.34.sdf
CHEMBL1399389,CCOC(=O)CCN(c1ccccc1)S(=O)(=O)c1ccc(-c2ccc(O)nn2)s1,inactive,rank1_confidence-0.18.sdf
CHEMBL1602249,CC(C)C(C)NC(=O)COc1ncnc2sccc12,inactive,rank1_confidence-0.82.sdf
CHEMBL3207752,CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\CCOC)[C@]2(Cc2ccccc2)[C@H]2C1=CC[C@H]1C(=O)N(C)C(=O)[C@H]12,inactive,rank1_confidence-1.42.sdf
CHEMBL1586278,O=C(O)CC1SC(Nc2cccc(O)c2)=NC1=O,inactive,rank1_confidence-1.92.sdf
CHEMBL1539933,N=c1c(C(=O)NCC2CCCO2)cc2c(=O)n3ccccc3nc2n1Cc1ccccc1,inactive,rank1_confidence-0.71.sdf
CHEMBL1611223,CC(Oc1ccc(F)cc1)C(=O)Nc1nc(-c2ccccn2)cs1,active,rank1_confidence-0.77.sdf
CHEMBL1401402,CCCCCCOc1ccc(CN2CCN(C)CC2)cc1,active,rank1_confidence-0.43.sdf
CHEMBL1718141,NC(=O)CSc1nc2c(sc3ccccc32)c(=O)n1CCCN1CCOCC1,inactive,rank1_confidence-0.64.sdf
CHEMBL1302791,O=C(NC(=S)Nc1ccccc1N1CCOCC1)c1cccc([N+](=O)[O-])c1,active,rank1_confidence-0.76.sdf
CHEMBL1864777,CCN(C[C@H]1N[C@@](Cc2ccccc2)(C(=O)OC)[C@H]2C(=O)N(C)C(=O)[C@@H]12)C(=O)Nc1ccccc1.O=C(O)C(F)(F)F,inactive,rank1_confidence-0.53.sdf
CHEMBL1317719,Cc1[nH]c2ccccc2c1C(c1ccccc1)c1ccc(Cl)s1,active,rank1_confidence-1.42.sdf
CHEMBL1543122,O=C(NN1C(=O)c2ccccc2NC1c1ccc([N+](=O)[O-])o1)c1ccc([N+](=O)[O-])cc1,inactive,rank1_confidence-1.35.sdf
CHEMBL1316329,CN(C(=O)CSc1nc2ccc(NC(=O)COc3ccc(F)cc3)cc2s1)c1ccccc1,active,rank1_confidence-0.89.sdf
CHEMBL1540885,CN(C)N(Cc1ccccc1)C(=O)C(O)(c1ccccc1)c1ccccc1,active,rank1_confidence-0.25.sdf
CHEMBL2132023,COc1ncnc2c1ncn2CCCNCc1ccc2c(c1)OCO2,inactive,rank1_confidence-1.06.sdf
CHEMBL1322263,Cc1cc(-n2nnc3ccccc32)nc2ccccc12,inactive,rank1_confidence-0.17.sdf
CHEMBL3191954,Cc1cc(/C=c2\sc3nc4ccccc4n3c2=O)c(C)n1-c1ccc(C(=O)O)cc1,inactive,rank1_confidence-0.09.sdf
CHEMBL1358804,Cc1ccc(S(=O)(=O)Nc2cc3c(cc2N2CCOCC2)n(C)c(=O)c(=O)n3C)cc1,inactive,rank1_confidence-0.86.sdf
CHEMBL1478088,C=CCn1c(=O)c2c(C)c(C)sc2n2c(Nc3ccc(OC)cc3)nnc12,inactive,rank1_confidence-1.31.sdf
CHEMBL1597550,O=C(CSc1ccccc1)Nc1cc(Cl)ccc1Oc1ccccc1,active,rank1_confidence-0.89.sdf
CHEMBL1389310,COc1ccc(C(=O)N/C(=C\c2cccs2)C(=O)N2CCN(C)CC2)cc1OC,inactive,rank1_confidence-0.51.sdf
CHEMBL3191733,CCOCCCn1/c(=N/C(=O)c2cccs2)c(C#N)cc2c(=O)n3ccccc3nc21,inactive,rank1_confidence-0.46.sdf
CHEMBL1329351,CC(=O)Nc1nc(C2CC2)cc(-c2ccccc2)c1C#N,inactive,rank1_confidence-1.03.sdf
CHEMBL1442116,O=C(Nc1ccc(N2CCOCC2)cc1N1CCOCC1)c1cccs1,inactive,rank1_confidence-0.60.sdf
CHEMBL1539983,CC1CCN(c2c([N+](=O)[O-])c(=O)oc3ccccc23)CC1,inactive,rank1_confidence-0.89.sdf
CHEMBL1497323,N#CC1=C(N)N2C(=C(C#N)C1c1cccc(Br)c1)Nc1ccccc12,inactive,rank1_confidence-1.06.sdf
CHEMBL1699436,CCC(C)Nc1nc2c(c(=O)n(C)c(=O)n2C)n1C,inactive,rank1_confidence-1.03.sdf
CHEMBL1560694,CCCOC(=O)c1cccc(NC(=O)c2c(-c3ccccc3Cl)noc2C)c1,active,rank1_confidence-0.75.sdf
CHEMBL1501149,COc1ccc(-c2c3c(=O)n(C)c(=O)n(C)c3cn2-c2ccccc2O)cc1,inactive,rank1_confidence-1.00.sdf
CHEMBL1567423,COc1ccc(S(=O)(=O)NCCSCc2ccco2)cc1OC,inactive,rank1_confidence-1.48.sdf
CHEMBL1560508,COc1ccc(-c2nc(C[S+]([O-])CC(=O)NC3CCCc4ccccc43)c(C)o2)cc1OC,inactive,rank1_confidence-0.52.sdf
CHEMBL1603809,Cc1ccc(-c2nc(C[S+]([O-])CC(=O)NC(C)CCc3ccccc3)c(C)o2)cc1,active,rank1_confidence-0.72.sdf
CHEMBL1716720,CCC(CO)Oc1cc(NCc2ccccn2)c2ncn(C(C)C)c2c1,inactive,rank1_confidence-0.66.sdf
CHEMBL1464220,N#Cc1nc(-c2ccco2)oc1NCc1ccco1,inactive,rank1_confidence-0.85.sdf
CHEMBL1382257,CCOc1ccc(Nc2ncnc3c2cnn3C)cc1,inactive,rank1_confidence-1.73.sdf
CHEMBL1527475,COC(=O)c1ccc(NC(=O)CN2CCN(S(=O)(=O)c3ccc(Br)cc3)CC2)cc1,active,rank1_confidence-1.42.sdf
CHEMBL1581465,CCC(=O)N=C(NC(=O)CC)Nc1nc2ccccc2s1,inactive,rank1_confidence-0.57.sdf
CHEMBL1444429,CCOC(=O)C(C(=O)OCC)C1N=C(N)N=C2Oc3ccccc3N21,inactive,rank1_confidence-0.74.sdf
CHEMBL1879690,COc1ccc(CN2CCOC2=O)cc1OC,inactive,rank1_confidence-1.50.sdf
CHEMBL3198964,COc1ccc(/C=N\n2nnc3ccccc32)cc1,active,rank1_confidence-0.28.sdf
CHEMBL1305450,COc1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,inactive,rank1_confidence-0.62.sdf
CHEMBL1427971,O=S(=O)(NCCc1csc(-c2cccnc2)n1)c1cc(F)ccc1F,inactive,rank1_confidence-0.47.sdf
CHEMBL3199396,COc1ccc(/C=N/NC(=O)c2cc[n+]([O-])cc2)cc1OC,inactive,rank1_confidence0.04.sdf
CHEMBL1735066,Nc1ccc2c(c1)nc(O)c1ccccc12,inactive,rank1_confidence-1.00.sdf
CHEMBL1567499,COc1ccc2c(c1)C(=O)N(Cc1ccco1)C(=O)/C2=C/Nc1c(C)n(C)n(-c2ccccc2)c1=O,inactive,rank1_confidence-0.39.sdf
CHEMBL1612527,COc1ccc(-c2nnn(CC(=O)N(C3CCCC3)C(C)C(=O)NC3CCCC3)n2)cc1OC,inactive,rank1_confidence-1.26.sdf
CHEMBL1518330,COc1ccc(S(=O)(=O)NCC(c2ccco2)N2CCc3ccccc32)cc1,active,rank1_confidence-0.75.sdf
CHEMBL3196017,O=C(N/N=C/c1c(Cl)cccc1Cl)C(=O)NC1CC1,inactive,rank1_confidence-0.94.sdf
CHEMBL1374476,COC(=O)c1c(NC(=O)Cc2cccs2)sc2c1CCC(C)C2,inactive,rank1_confidence-0.84.sdf
CHEMBL1447092,CCN(Cc1ccccc1)C(=O)c1cc2c(=O)[nH]c3ccc(C)cc3c2s1,inactive,rank1_confidence-0.66.sdf
CHEMBL1541853,Cn1c(COc2ccc(F)cc2)nnc1SCC(=O)NC1CC1,inactive,rank1_confidence-0.41.sdf
CHEMBL1302556,O=C(O)c1ccc(N2CCN(c3ccc(Cl)cc3)CC2)c([N+](=O)[O-])c1,inactive,rank1_confidence-0.71.sdf
CHEMBL1546427,Cc1ccc(SCC(=O)NC2CC2)cc1,inactive,rank1_confidence-1.03.sdf
CHEMBL1461446,Nc1cccc2c(O)c3ccccc3nc12,inactive,rank1_confidence-0.32.sdf
CHEMBL1455026,N#CC(C(=O)NC1CCCCC1)=C1CCCCC1,inactive,rank1_confidence-0.84.sdf
CHEMBL1379020,CN(C)C(=O)c1ccc(-c2cc(C(F)(F)F)nn2C)s1,inactive,rank1_confidence-0.42.sdf
CHEMBL1714302,CCCc1nnc(O)c2c1nnn2Cc1ccccc1F,inactive,rank1_confidence-0.74.sdf
CHEMBL1502795,CN1CCCN(C(=O)c2cc(-c3cccc4ccccc34)nc3ccccc23)CC1.Cl,active,rank1_confidence-0.29.sdf
CHEMBL1395365,COc1ccccc1CCC(=O)Nc1cc(S(=O)(=O)N2CCOCC2)ccc1N1CCCC1,inactive,rank1_confidence-1.49.sdf
CHEMBL1580543,CCOc1cccc2cc(-c3nnc(NCc4ccco4)s3)c(=O)oc12,inactive,rank1_confidence-0.82.sdf
CHEMBL3208096,COc1ccc(/C=N/NC(=O)C2C3CCCCC32C)cc1OC,inactive,rank1_confidence-1.75.sdf
CHEMBL1431906,CCCn1c(N2CCN(Cc3ccc(Cl)cc3)CC2)nc2ccccc21.Cl,active,rank1_confidence-0.51.sdf
CHEMBL1301558,Cc1cccc(NC(=O)c2cccc(Cn3cc(Br)c([N+](=O)[O-])n3)c2)c1C,active,rank1_confidence-0.76.sdf
CHEMBL1704440,CCc1c(C)nc2ncnn2c1Nc1ccccc1C,inactive,rank1_confidence-1.21.sdf
CHEMBL1308186,NS(=O)(=O)c1ccc(CCNc2ncnc3sccc23)cc1,inactive,rank1_confidence-0.85.sdf
CHEMBL1453949,O=C(/C=C\N1CCc2ccccc21)C(F)F,inactive,rank1_confidence0.18.sdf
CHEMBL1478565,Cc1c2ccccc2nc2c(F)c(N(C)C)c(F)c(F)c12,inactive,rank1_confidence-0.70.sdf
CHEMBL1514750,CCc1c(C)nc2nc(SCc3ccccc3Cl)nn2c1O,inactive,rank1_confidence-0.51.sdf
CHEMBL1993643,Sc1nnc(-c2cccnc2)n1/N=C/c1ccc(Br)s1,inactive,rank1_confidence-0.74.sdf
CHEMBL1325485,CN(C)S(=O)(=O)c1ccc(C(=O)Nc2ccc3ncccc3c2)cc1,inactive,rank1_confidence-0.92.sdf
CHEMBL1466711,CCc1c(C)nc(SCC(=O)Nc2ccc3c(c2)OCCO3)nc1O,inactive,rank1_confidence-1.13.sdf
CHEMBL1402823,c1ccc(Cn2nnc3c(N4CCOCC4)ncnc32)cc1,inactive,rank1_confidence-0.67.sdf
CHEMBL1354881,CC(Oc1ccc(F)cc1)C(=O)N(CCC1=CCCCC1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,active,rank1_confidence-1.14.sdf
CHEMBL1396365,Cc1cccc(N(CC(=O)Nc2ccccc2C(F)(F)F)S(=O)(=O)c2ccccc2)c1C,active,rank1_confidence-0.72.sdf
CHEMBL1557857,CCCCn1c(SCC(=O)c2cc(OC)ccc2OC)nc2cc(S(N)(=O)=O)ccc21,inactive,rank1_confidence-0.28.sdf
CHEMBL1583944,O=C(NC(=S)NCCN1CCOCC1)c1ccc(Cl)cc1,inactive,rank1_confidence0.14.sdf
CHEMBL1312556,COC(=O)c1sc(NC(=O)CSc2nncs2)c(C(=O)OC)c1C,inactive,rank1_confidence-0.69.sdf
CHEMBL1435056,N#CCCCC#Cc1ccc2c(c1)COc1c3ccccc3nn1-2,active,rank1_confidence-0.48.sdf
CHEMBL1609979,COc1ccc(-n2c3c(cc(C(=O)Nc4cccc(C)n4)c2=O)C(=O)CC(C)(C)C3)cc1,inactive,rank1_confidence-0.55.sdf
CHEMBL1561967,Cc1ccc(C)c(OCc2cc(C(=O)NC3CCN(Cc4ccccc4)CC3)no2)c1,active,rank1_confidence-1.15.sdf
CHEMBL1566861,COC(=O)CNC(=O)C(NC(=O)OCc1ccccc1)C(C)C,inactive,rank1_confidence-0.43.sdf
CHEMBL1521541,COCCn1c(SCC(=O)Nc2cc(C)on2)nc2c(c1=O)SC(C)C2,inactive,rank1_confidence-1.46.sdf
